Region,District,Variety,Age (Years),Rainfed/Irrigated,Soil Type,Intercropping,Pest/Disease Pressure,Fertilizer Use (kg/tree/year),Average Yield (Nuts/Tree/Year)
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Irrigated,Sandy Loam,Banana,Low,1.1,92
Dry Zone,Polonnaruwa,Tall,14,Rainfed,Loamy Sand,None,Low,1.2,41
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Low,0.4,38
Wet Zone,Galle,Tall,8,Rainfed,Sandy Loam,None,Medium,0.8,42
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.8,37
Wet Zone,Matara,Tall,14,Irrigated,Sandy Loam,Banana,Low,1.2,76
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Sandy,None,Low,1.0,46
Wet Zone,Kalutara,Tall,12,Rainfed,Sandy Loam,None,High,0.6,68
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Medium,1.1,39
Wet Zone,Kalutara,Tall,13,Rainfed,Clay Loam,None,Medium,1.2,73
Dry Zone,Anuradhapura,Tall,12,Rainfed,Sandy,None,Low,0.9,32
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.5,41
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,0.8,47
Intermediate Zone,Kurunegala,Tall,5,Irrigated,Reddish Brown Earth,None,High,1.0,43
Intermediate Zone,Kurunegala,Dwarf (Gon Thembili),5,Rainfed,Reddish Brown Earth,None,Low,0.4,82
Wet Zone,Matara,Tall,9,Rainfed,Clay Loam,None,Medium,0.7,34
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),4,Rainfed,Reddish Brown Earth,None,Medium,0.8,69
Dry Zone,Anuradhapura,Tall,14,Rainfed,Sandy,None,Low,0.4,49
Dry Zone,Polonnaruwa,Dwarf (CRIC 60),5,Rainfed,Sandy,None,Low,0.6,80
Dry Zone,Anuradhapura,Dwarf (CRISL 98),5,Rainfed,Sandy,None,Medium,1.0,86
Intermediate Zone,Puttalam,Tall,6,Irrigated,Reddish Brown Earth,None,Low,1.0,60
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,Cassava,Medium,1.2,94
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,Low,0.7,75
Wet Zone,Kalutara,Dwarf (CRISL 98),5,Rainfed,Sandy Loam,None,Low,1.0,94
Wet Zone,Kalutara,Tall,12,Rainfed,Sandy Loam,None,Low,0.8,70
Wet Zone,Matara,Dwarf (CRIC 60),5,Irrigated,Sandy Loam,None,Medium,1.0,95
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,1.0,74
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Sandy,None,Low,0.7,31
Dry Zone,Polonnaruwa,Tall,6,Rainfed,Sandy,None,Low,1.1,40
Wet Zone,Kalutara,Tall,6,Rainfed,Sandy Loam,None,Low,1.0,40
Wet Zone,Kalutara,Tall,12,Rainfed,Clay Loam,None,Medium,0.7,67
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Rainfed,Loamy Sand,None,Low,0.7,48
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Cassava,Low,1.1,52
Dry Zone,Anuradhapura,Tall,15,Rainfed,Sandy,None,Low,0.7,33
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Irrigated,Loamy Sand,Peanut,Low,0.8,82
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Loamy Sand,None,Medium,1.0,57
Dry Zone,Anuradhapura,Tall,6,Rainfed,Sandy,None,Medium,0.5,63
Wet Zone,Matara,Tall,15,Rainfed,Sandy Loam,None,Low,0.7,59
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,High,0.6,38
Dry Zone,Puttalam,Dwarf (Gon Thembili),4,Rainfed,Sandy,None,Low,0.4,72
Wet Zone,Galle,Tall,6,Irrigated,Clay Loam,None,Medium,1.1,51
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,Low,1.0,87
Wet Zone,Galle,Tall,12,Rainfed,Sandy Loam,None,Medium,1.1,68
Dry Zone,Puttalam,Tall,12,Rainfed,Sandy,None,Medium,1.1,36
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),4,Irrigated,Reddish Brown Earth,Cassava,Medium,1.0,68
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Loamy Sand,None,Low,0.7,62
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Irrigated,Reddish Brown Earth,Cassava,High,1.2,88
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,High,1.1,64
Wet Zone,Matara,Dwarf (CRIC 60),7,Rainfed,Clay Loam,None,Medium,1.2,92
Intermediate Zone,Kurunegala,Tall,14,Irrigated,Reddish Brown Earth,Sweet Potato,Low,0.9,42
Intermediate Zone,Kurunegala,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,0.9,55
Dry Zone,Anuradhapura,Tall,12,Rainfed,Loamy Sand,None,Low,1.0,49
Wet Zone,Matara,Dwarf (Gon Thembili),6,Rainfed,Clay Loam,None,Low,0.7,59
Wet Zone,Galle,Tall,15,Irrigated,Clay Loam,None,High,0.9,66
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Low,0.5,66
Wet Zone,Matara,Tall,10,Rainfed,Sandy Loam,None,Medium,0.4,33
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Medium,0.7,62
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,Low,0.8,52
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),6,Rainfed,Reddish Brown Earth,None,Medium,0.5,104
Dry Zone,Anuradhapura,Tall,6,Rainfed,Sandy,None,Low,0.9,35
Intermediate Zone,Puttalam,Dwarf (CRISL 98),3,Rainfed,Reddish Brown Earth,None,Low,0.6,74
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.7,49
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Medium,1.2,55
Wet Zone,Matara,Tall,7,Irrigated,Clay Loam,Banana,Medium,1.0,63
Wet Zone,Matara,Dwarf (CRIC 60),4,Irrigated,Clay Loam,None,High,0.9,120
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,Cassava,Medium,0.8,72
Wet Zone,Kalutara,Tall,10,Irrigated,Sandy Loam,Banana,High,1.1,49
Dry Zone,Puttalam,Tall,11,Irrigated,Sandy,Peanut,Medium,1.0,49
Wet Zone,Kalutara,Tall,8,Rainfed,Sandy Loam,None,Low,0.4,64
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Low,0.6,69
Wet Zone,Galle,Tall,8,Rainfed,Sandy Loam,None,Medium,1.0,44
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Cassava,Medium,1.0,78
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),6,Irrigated,Reddish Brown Earth,None,Medium,0.9,98
Dry Zone,Puttalam,Tall,13,Rainfed,Sandy,None,Low,1.2,49
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Low,0.6,46
Dry Zone,Polonnaruwa,Tall,15,Rainfed,Sandy,None,Medium,0.8,32
Wet Zone,Matara,Tall,10,Irrigated,Sandy Loam,Pineapple,Low,1.0,64
Intermediate Zone,Puttalam,Tall,5,Irrigated,Reddish Brown Earth,Cassava,Medium,1.1,47
Dry Zone,Polonnaruwa,Tall,10,Rainfed,Sandy,None,Low,1.0,33
Wet Zone,Kalutara,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,Low,0.3,96
Wet Zone,Matara,Tall,12,Rainfed,Clay Loam,None,High,1.0,66
Wet Zone,Galle,Tall,13,Rainfed,Sandy Loam,None,High,1.0,42
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Medium,1.1,49
Dry Zone,Anuradhapura,Tall,11,Rainfed,Sandy,None,Low,1.1,40
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,High,0.5,42
Intermediate Zone,Kurunegala,Tall,13,Rainfed,Reddish Brown Earth,None,Low,0.6,63
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,0.6,68
Intermediate Zone,Kurunegala,Tall,13,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,88
Wet Zone,Galle,Tall,15,Irrigated,Sandy Loam,Banana,Medium,1.0,40
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Low,1.0,34
Wet Zone,Kalutara,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,0.7,98
Wet Zone,Kalutara,Tall,13,Rainfed,Clay Loam,None,Low,1.1,63
Wet Zone,Galle,Dwarf (CRIC 60),6,Irrigated,Sandy Loam,Pineapple,Medium,1.1,79
Dry Zone,Anuradhapura,Tall,7,Rainfed,Loamy Sand,None,Low,0.6,29
Dry Zone,Anuradhapura,Tall,7,Irrigated,Sandy,Cowpea,Low,0.9,40
Wet Zone,Kalutara,Tall,10,Rainfed,Sandy Loam,None,Medium,0.8,44
Wet Zone,Galle,Tall,7,Rainfed,Sandy Loam,None,Medium,0.5,69
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.8,85
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,High,0.5,68
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,Low,0.8,48
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Loamy Sand,None,Medium,0.7,36
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Low,0.9,68
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,1.0,68
Wet Zone,Matara,Dwarf (CRISL 98),5,Irrigated,Sandy Loam,Banana,Low,1.0,96
Dry Zone,Puttalam,Tall,14,Rainfed,Sandy,None,Medium,1.0,39
Intermediate Zone,Kurunegala,Tall,8,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,53
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.9,42
Wet Zone,Galle,Dwarf (CRIC 60),6,Rainfed,Sandy Loam,None,Low,0.8,85
Wet Zone,Kalutara,Tall,13,Irrigated,Clay Loam,Banana,Medium,1.0,58
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,0.6,93
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Medium,0.7,51
Dry Zone,Polonnaruwa,Tall,10,Irrigated,Loamy Sand,Cowpea,Low,1.0,47
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Irrigated,Reddish Brown Earth,None,Low,0.8,81
Wet Zone,Kalutara,Tall,7,Rainfed,Sandy Loam,None,Medium,0.9,48
Wet Zone,Kalutara,Tall,14,Irrigated,Sandy Loam,None,Low,1.1,46
Wet Zone,Matara,Dwarf (CRISL 98),7,Rainfed,Clay Loam,None,Medium,0.4,100
Wet Zone,Kalutara,Tall,15,Rainfed,Sandy Loam,None,Low,0.7,51
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,105
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Low,0.5,86
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,Medium,0.5,99
Wet Zone,Galle,Tall,14,Rainfed,Sandy Loam,None,Low,0.4,34
Wet Zone,Galle,Tall,11,Rainfed,Sandy Loam,None,Low,1.2,34
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,1.1,63
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,1.1,93
Dry Zone,Anuradhapura,Tall,9,Rainfed,Sandy,None,Low,0.5,57
Wet Zone,Galle,Dwarf (CRIC 60),4,Irrigated,Sandy Loam,Banana,Medium,0.8,108
Wet Zone,Galle,Tall,11,Rainfed,Sandy Loam,None,Low,0.7,40
Intermediate Zone,Kurunegala,Tall,9,Rainfed,Reddish Brown Earth,None,Low,0.3,57
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,Medium,1.1,51
Intermediate Zone,Puttalam,Tall,10,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,43
Wet Zone,Galle,Tall,13,Irrigated,Sandy Loam,None,Medium,1.0,40
Wet Zone,Kalutara,Tall,14,Rainfed,Sandy Loam,None,High,0.5,69
Wet Zone,Galle,Dwarf (CRISL 98),6,Rainfed,Clay Loam,None,Medium,1.1,89
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Medium,0.6,91
Intermediate Zone,Kurunegala,Tall,8,Rainfed,Reddish Brown Earth,None,Low,0.9,43
Wet Zone,Kalutara,Dwarf (Gon Thembili),4,Irrigated,Sandy Loam,Banana,Low,0.8,72
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Medium,1.2,62
Dry Zone,Puttalam,Tall,5,Irrigated,Loamy Sand,None,Medium,0.9,59
Wet Zone,Galle,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,Medium,0.7,103
Wet Zone,Kalutara,Tall,6,Irrigated,Sandy Loam,Pineapple,High,0.8,76
Wet Zone,Matara,Dwarf (CRIC 60),6,Irrigated,Clay Loam,Pineapple,Medium,1.2,132
Intermediate Zone,Puttalam,Tall,9,Irrigated,Reddish Brown Earth,None,Low,0.8,54
Wet Zone,Kalutara,Tall,10,Rainfed,Sandy Loam,None,Low,0.6,56
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Low,0.9,40
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Medium,0.9,81
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,0.9,35
Wet Zone,Matara,Tall,12,Rainfed,Sandy Loam,None,High,1.1,50
Wet Zone,Galle,Tall,6,Irrigated,Clay Loam,Pineapple,Medium,0.9,44
Intermediate Zone,Kurunegala,Tall,6,Rainfed,Reddish Brown Earth,None,Medium,1.1,32
Dry Zone,Polonnaruwa,Tall,9,Rainfed,Sandy,None,Low,1.1,40
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),3,Irrigated,Reddish Brown Earth,Cassava,High,1.1,98
Dry Zone,Puttalam,Tall,5,Rainfed,Loamy Sand,None,High,1.1,46
Dry Zone,Puttalam,Tall,10,Rainfed,Sandy,None,Low,0.8,47
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),3,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.2,107
Wet Zone,Matara,Dwarf (CRIC 60),4,Rainfed,Sandy Loam,None,Medium,1.1,100
Dry Zone,Puttalam,Tall,8,Rainfed,Loamy Sand,None,High,1.1,50
Intermediate Zone,Kurunegala,Tall,7,Irrigated,Reddish Brown Earth,Cassava,Low,0.8,42
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Clay Loam,None,High,1.2,74
Wet Zone,Galle,Dwarf (Gon Thembili),3,Irrigated,Sandy Loam,None,Medium,1.2,65
Dry Zone,Puttalam,Dwarf (CRISL 98),6,Irrigated,Sandy,Peanut,Low,1.1,85
Dry Zone,Polonnaruwa,Tall,8,Rainfed,Sandy,None,Low,0.7,28
Dry Zone,Polonnaruwa,Tall,13,Rainfed,Sandy,None,Medium,0.5,51
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Medium,0.4,69
Dry Zone,Polonnaruwa,Tall,11,Rainfed,Sandy,None,Medium,0.9,63
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,1.2,40
Intermediate Zone,Kurunegala,Tall,7,Rainfed,Reddish Brown Earth,None,Low,1.2,64
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.5,99
Wet Zone,Galle,Tall,7,Rainfed,Sandy Loam,None,Medium,0.7,35
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Low,1.1,62
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),3,Rainfed,Reddish Brown Earth,None,Medium,0.6,65
Wet Zone,Matara,Tall,11,Irrigated,Sandy Loam,Pineapple,Medium,0.9,48
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),6,Rainfed,Reddish Brown Earth,None,Low,0.4,76
Wet Zone,Galle,Dwarf (CRISL 98),6,Rainfed,Sandy Loam,None,Low,0.5,82
Wet Zone,Kalutara,Tall,11,Rainfed,Sandy Loam,None,Low,0.8,59
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),3,Irrigated,Reddish Brown Earth,None,High,1.0,102
Intermediate Zone,Puttalam,Tall,8,Irrigated,Reddish Brown Earth,Cassava,High,1.1,59
Wet Zone,Matara,Tall,12,Rainfed,Sandy Loam,None,Medium,0.4,32
Dry Zone,Anuradhapura,Tall,13,Rainfed,Loamy Sand,None,Medium,0.9,66
Wet Zone,Galle,Tall,7,Irrigated,Sandy Loam,Pineapple,Medium,0.8,52
Intermediate Zone,Kurunegala,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,High,1.2,71
Dry Zone,Anuradhapura,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Medium,0.8,54
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,Medium,0.4,35
Dry Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Loamy Sand,None,Low,0.7,72
Wet Zone,Galle,Tall,6,Rainfed,Sandy Loam,None,Low,0.5,55
Intermediate Zone,Puttalam,Tall,11,Irrigated,Reddish Brown Earth,None,Medium,0.8,52
Wet Zone,Galle,Tall,8,Rainfed,Clay Loam,None,Medium,0.3,46
Wet Zone,Galle,Tall,5,Rainfed,Sandy Loam,None,Low,0.9,70
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),3,Rainfed,Reddish Brown Earth,None,High,0.5,100
Wet Zone,Matara,Dwarf (CRIC 60),3,Rainfed,Sandy Loam,None,Medium,0.5,75
Dry Zone,Puttalam,Dwarf (CRISL 98),3,Rainfed,Sandy,None,Medium,0.6,72
Intermediate Zone,Puttalam,Dwarf (CRIC 60),6,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.1,88
Intermediate Zone,Puttalam,Dwarf (CRIC 60),3,Irrigated,Reddish Brown Earth,None,High,0.9,112
Dry Zone,Puttalam,Tall,15,Rainfed,Sandy,None,Low,1.1,53
Intermediate Zone,Puttalam,Tall,11,Rainfed,Reddish Brown Earth,None,Medium,1.0,49
Dry Zone,Anuradhapura,Dwarf (CRISL 98),6,Irrigated,Sandy,Peanut,Medium,1.0,102
Dry Zone,Polonnaruwa,Dwarf (Gon Thembili),3,Rainfed,Sandy,None,Medium,0.5,71
Intermediate Zone,Puttalam,Tall,12,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.8,40
Wet Zone,Galle,Dwarf (CRIC 60),3,Rainfed,Sandy Loam,None,Medium,0.5,79
Intermediate Zone,Puttalam,Dwarf (CRIC 60),4,Rainfed,Reddish Brown Earth,None,High,0.5,87
Dry Zone,Anuradhapura,Tall,12,Irrigated,Sandy,Peanut,Low,1.0,58
Dry Zone,Anuradhapura,Tall,14,Rainfed,Loamy Sand,None,Medium,1.0,47
Wet Zone,Galle,Dwarf (CRIC 60),5,Rainfed,Sandy Loam,None,Medium,0.9,73
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Rainfed,Reddish Brown Earth,None,Medium,1.2,77
Wet Zone,Matara,Tall,11,Irrigated,Clay Loam,Pineapple,Low,1.0,61
Wet Zone,Matara,Tall,15,Rainfed,Clay Loam,None,High,0.3,76
Dry Zone,Polonnaruwa,Tall,14,Rainfed,Sandy,None,Low,0.7,53
Dry Zone,Puttalam,Dwarf (Gon Thembili),5,Irrigated,Loamy Sand,Peanut,Medium,1.0,88
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Rainfed,Clay Loam,None,Low,0.6,109
Dry Zone,Polonnaruwa,Tall,5,Rainfed,Sandy,None,Low,1.0,35
Wet Zone,Galle,Dwarf (Gon Thembili),7,Irrigated,Clay Loam,Pineapple,Medium,1.1,92
Wet Zone,Matara,Dwarf (CRIC 60),4,Irrigated,Sandy Loam,Banana,Medium,1.1,115
Wet Zone,Galle,Dwarf (CRIC 60),7,Rainfed,Sandy Loam,None,High,1.0,61
Intermediate Zone,Puttalam,Tall,9,Rainfed,Reddish Brown Earth,None,Medium,1.0,58
Wet Zone,Galle,Dwarf (CRIC 60),7,Rainfed,Sandy Loam,None,Low,0.6,94
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,0.6,45
Dry Zone,Polonnaruwa,Tall,12,Rainfed,Sandy,None,Low,0.5,45
Wet Zone,Matara,Tall,8,Rainfed,Sandy Loam,None,Low,1.2,33
Wet Zone,Kalutara,Tall,15,Irrigated,Sandy Loam,Pineapple,Medium,1.0,38
Intermediate Zone,Kurunegala,Tall,15,Rainfed,Reddish Brown Earth,None,Low,0.8,50
Wet Zone,Galle,Tall,8,Irrigated,Clay Loam,None,Medium,0.8,86
Intermediate Zone,Puttalam,Tall,7,Irrigated,Reddish Brown Earth,Cassava,Low,0.9,62
Dry Zone,Anuradhapura,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Low,0.3,58
Intermediate Zone,Kurunegala,Tall,14,Rainfed,Reddish Brown Earth,None,Medium,0.8,72
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),5,Rainfed,Reddish Brown Earth,None,Medium,1.0,74
Dry Zone,Polonnaruwa,Tall,10,Irrigated,Loamy Sand,Peanut,Low,1.2,40
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Medium,0.7,34
Dry Zone,Anuradhapura,Tall,13,Irrigated,Sandy,Cowpea,Low,1.0,64
Intermediate Zone,Kurunegala,Dwarf (CRISL 98),7,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,0.9,92
Dry Zone,Anuradhapura,Tall,8,Rainfed,Sandy,None,Low,0.6,32
Wet Zone,Kalutara,Tall,9,Irrigated,Sandy Loam,Banana,High,0.9,76
Intermediate Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Reddish Brown Earth,None,High,0.8,78
Dry Zone,Anuradhapura,Tall,15,Rainfed,Sandy,None,Low,0.7,60
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Rainfed,Reddish Brown Earth,None,Low,0.8,104
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Medium,1.0,35
Wet Zone,Galle,Dwarf (CRIC 60),4,Irrigated,Sandy Loam,None,Low,1.0,84
Intermediate Zone,Puttalam,Tall,12,Rainfed,Reddish Brown Earth,None,Low,1.2,64
Wet Zone,Kalutara,Dwarf (CRIC 60),5,Rainfed,Clay Loam,None,Medium,1.1,78
Dry Zone,Puttalam,Tall,9,Rainfed,Loamy Sand,None,High,0.6,58
Dry Zone,Anuradhapura,Tall,5,Irrigated,Sandy,None,Low,0.9,75
Intermediate Zone,Puttalam,Tall,13,Rainfed,Reddish Brown Earth,None,Medium,0.6,43
Dry Zone,Polonnaruwa,Dwarf (CRISL 98),5,Rainfed,Sandy,None,Medium,1.1,75
Intermediate Zone,Kurunegala,Tall,14,Irrigated,Reddish Brown Earth,Cassava,Medium,0.8,82
Wet Zone,Kalutara,Tall,9,Rainfed,Clay Loam,None,Low,0.6,34
Intermediate Zone,Puttalam,Dwarf (Gon Thembili),7,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.1,74
Dry Zone,Puttalam,Tall,15,Irrigated,Sandy,Peanut,Medium,0.8,75
Wet Zone,Galle,Tall,14,Irrigated,Clay Loam,Pineapple,High,0.9,49
Wet Zone,Galle,Tall,11,Rainfed,Clay Loam,None,Low,0.4,55
Wet Zone,Kalutara,Tall,6,Rainfed,Sandy Loam,None,Low,1.1,31
Dry Zone,Anuradhapura,Dwarf (Gon Thembili),5,Rainfed,Sandy,None,Low,1.2,76
Wet Zone,Matara,Tall,9,Rainfed,Sandy Loam,None,Low,0.8,31
Dry Zone,Puttalam,Dwarf (Gon Thembili),3,Rainfed,Sandy,None,Low,0.9,49
Dry Zone,Anuradhapura,Tall,7,Irrigated,Sandy,None,High,1.1,35
Wet Zone,Galle,Dwarf (Gon Thembili),4,Rainfed,Sandy Loam,None,Medium,0.9,61
Wet Zone,Kalutara,Tall,10,Irrigated,Sandy Loam,None,Medium,0.9,38
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Low,0.3,65
Intermediate Zone,Kurunegala,Tall,11,Rainfed,Reddish Brown Earth,None,Low,1.2,58
Intermediate Zone,Puttalam,Tall,14,Irrigated,Reddish Brown Earth,Sweet Potato,Low,1.0,67
Intermediate Zone,Kurunegala,Tall,15,Irrigated,Reddish Brown Earth,None,Medium,1.0,49
Wet Zone,Galle,Tall,7,Irrigated,Clay Loam,None,Low,0.9,57
Wet Zone,Kalutara,Dwarf (CRIC 60),4,Rainfed,Clay Loam,None,High,0.5,67
Dry Zone,Anuradhapura,Dwarf (CRIC 60),5,Irrigated,Sandy,None,Medium,0.8,94
Wet Zone,Kalutara,Dwarf (CRIC 60),3,Rainfed,Clay Loam,None,Medium,0.7,96
Wet Zone,Kalutara,Tall,5,Rainfed,Sandy Loam,None,High,0.9,31
Intermediate Zone,Kurunegala,Tall,5,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,69
Intermediate Zone,Puttalam,Dwarf (CRIC 60),5,Irrigated,Reddish Brown Earth,Sweet Potato,Medium,1.2,125
Dry Zone,Puttalam,Dwarf (CRIC 60),7,Rainfed,Sandy,None,Low,0.6,54
Dry Zone,Anuradhapura,Tall,13,Rainfed,Sandy,None,Low,0.7,52
Intermediate Zone,Puttalam,Tall,7,Rainfed,Reddish Brown Earth,None,Low,1.0,35
Intermediate Zone,Kurunegala,Tall,10,Irrigated,Reddish Brown Earth,Cassava,Medium,0.9,67
Wet Zone,Galle,Tall,7,Irrigated,Sandy Loam,Pineapple,High,0.9,50
Intermediate Zone,Puttalam,Tall,10,Rainfed,Reddish Brown Earth,None,Medium,1.0,71
Dry Zone,Anuradhapura,Tall,8,Rainfed,Loamy Sand,None,Medium,1.1,28
Wet Zone,Galle,Dwarf (Gon Thembili),3,Rainfed,Sandy Loam,None,Low,0.4,84
Dry Zone,Anuradhapura,Dwarf (CRIC 60),4,Rainfed,Sandy,None,Low,1.1,86
Wet Zone,Galle,Dwarf (Gon Thembili),7,Rainfed,Sandy Loam,None,Medium,0.8,76
Dry Zone,Puttalam,Tall,15,Irrigated,Sandy,None,Medium,0.9,70
Intermediate Zone,Kurunegala,Tall,5,Rainfed,Reddish Brown Earth,None,Medium,0.5,51
Dry Zone,Anuradhapura,Dwarf (CRIC 60),6,Rainfed,Sandy,None,Medium,0.8,72
Wet Zone,Galle,Tall,13,Rainfed,Sandy Loam,None,Medium,0.4,55
Wet Zone,Kalutara,Tall,7,Irrigated,Clay Loam,Banana,Low,0.9,92
